ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
373,simple,TPL-EXM-131-FM,,"Explore more Fridge magnet",1,0,visible,"<p>This Explore More fridge magnet is perfect for your fridge, locker door, or any other magnetic surface, reminding you to embrace adventure every day!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,0,0,1,0,0,0,0,0,0,0,,,225,"Fridge magnets",Typography,,"https://theproductlab.in/wp-content/uploads/2024/05/Explore-more-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2025/02/LT-Explrore-mor.png, https://theproductlab.in/wp-content/uploads/2024/05/Explore-more-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Explore-more-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Explore-more-magnet-1.jpg",,,,,,,,,0,,,,,
376,simple,TPL-MAU-220-FM,,"Manchester United Fridge magnet",1,0,visible,"<p>Show your support for Manchester United with this vibrant magnet, perfect for any magnetic surface like your fridge or locker door!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,0,0,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Pop Culture, Urban & Street",,"https://theproductlab.in/wp-content/uploads/2024/05/Manchester-united-magnet.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Manchester-united-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Manchester-united-magnet.jpg",,,,,,,,,0,,,,,
393,simple,TPL-PSG-305-FM,,"PSG Fridge magnet",1,0,visible,"<p>Display your passion for Paris Saint-Germain with this sleek magnet, a great addition to any magnetic surface, including your fridge or locker door!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,2,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Pop Culture, Urban & Street",,"https://theproductlab.in/wp-content/uploads/2024/05/PSG-magnet.jpg, https://theproductlab.in/wp-content/uploads/2024/05/PSG-magnet.jpg",,,,,,,,,0,,,,,
404,variable,TPL-PUB-307-LS,,"PUBG Sticker",-1,0,visible,"<p>Relive the nostalgia of the 90s with our 90&#8217;s Sticker Pack! Stick these retro-inspired stickers on your belongings to transport yourself back in time. Perfect for adding a vintage flair to your notebooks, laptops, and other essentials.</p>\n","<p>Our premium quality stickers are designed for application on laptops, phones, notebooks, water bottles, or pretty much any hard surface you’d like to personalize. They are made especially thin and durable for easy self-application and residue-free removal, so you can change up your style as you go.</p>\n<p><strong>Size</strong>: 2.5 x 2.5 inches max</p>\n<p><strong>Material</strong>: High-quality waterproof tear-proof shape-cut matte paper with sticker back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p><strong>Disclaimer</strong>: The colors may vary from your screen.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/stickers/"">Stickers</a> and more.</p>\n",,,taxable,,0,0,1,0,0,0,0,0,0,0,,,,"Laptop Stickers","Gaming, Pop Culture",,,,,,,,,,,0,,"Laptop Stickers","Laptop Stickers, Laptop Sticker Pack",1,0
509,simple,TPL-G&amp;T-158-FM,,"Gin &amp; Tonic Fridge magnet",1,0,visible,"<p>Raise a glass to your favorite cocktail with this Gin &#038; Tonic magnet, a fun way to accessorize your fridge, locker door, or any magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,1,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Food & Drinks",,"https://theproductlab.in/wp-content/uploads/2024/05/Gin-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Gin-and-tonic-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/gin-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Gin-magnet-1.jpg",,,,,,,,,0,,,,,
510,simple,TPL-SUI-367-FM,,"Suck it Fridge magnet",1,0,visible,"<p>Add some sass to your space with this Suck It magnet, a cheeky accessory perfect for your fridge, locker door, or any other magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,0,0,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Humor & Memes, Typography",,"https://theproductlab.in/wp-content/uploads/2024/05/Suck-it-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Suck-it-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Suck-it-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Suck-it-earrings-scaled.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Suck-it-magnet-1.jpg",,,,,,,,,0,,,,,
511,simple,TPL-PIZ-286-FM,,"Pizza Fridge magnet",1,0,visible,"<p>Show your love for everyone&#8217;s favorite food with this Pizza magnet, a deliciously fun addition to your fridge, locker door, or any magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,2,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Food & Drinks",,"https://theproductlab.in/wp-content/uploads/2024/05/Pizza-magnet.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Pizza-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/pizza-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Pizza-earrings-1-scaled.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Pizza-magnet.jpg",,,,,,,,,0,,,,,
573,simple,TPL-RNM-323-FM,,"Rick n Morty Fridge magnet",1,0,visible,"<p>Dive into the wacky world of Rick and Morty with this magnet, a quirky addition perfect for your fridge, locker door, or any magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,4,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Humor & Memes, Movies & TV, Pop Culture",,"https://theproductlab.in/wp-content/uploads/2024/05/rick-n-morty-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Rick-morty-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/rick-n-morty-magnet-1.jpg",,,,,,,,,0,,,,,
574,simple,TPL-FRF-139-FM,,"Friends frame Fridge magnet",1,0,visible,"<p>Keep your love for this timeless classic alive with our Friends frame magnet, ideal for your fridge, locker door, or any other magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,1,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Movies & TV, Pop Culture",,"https://theproductlab.in/wp-content/uploads/2024/05/Friends-frame-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Friends-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Friends-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Friends-frame-magnet-1.jpg",,,,,,,,,0,,,,,
575,simple,TPL-HPM-170-FM,,"Harry potter - Mischief Fridge magnet",1,0,visible,"<p>Unleash your inner wizard with this Harry Potter Mischief Managed magnet, a magical touch for your fridge, locker door, or any magnetic surface!</p>\n","<p>Our premium quality fridge magnets are handcrafted for you to use on your fridge, locker, cupboard doors, or any other magnetic surface.</p>\n<p><strong>Size</strong>: 3 inches</p>\n<p><strong>Material</strong>: High-quality glossy acrylic with single-sided print and magnetic back</p>\n<p>Please note all orders are shipped between 48-72 hours.</p>\n<p>Follow us on <a href=""https://www.instagram.com/the.product.lab/"">Instagram</a> to check out our collection of <a href=""https://theproductlab.in/product-category/fridge-magnets/"">Fridge Magnets</a> and more.</p>\n",,,taxable,,1,4,1,0,0,0,0,0,0,0,,,225,"Fridge magnets","Movies & TV, Pop Culture",,"https://theproductlab.in/wp-content/uploads/2024/05/Mischief-managed-Harry-potter-magnet-1.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Solemnly-swear-harry-potter-lapel-pin.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Harry-potter-Mischief-managed-keychains.jpg, https://theproductlab.in/wp-content/uploads/2024/05/Mischief-managed-Harry-potter-magnet-1.jpg",,,,,,,,,0,,,,,
